"","Code","Variable","Year","Value"
"10498","27512370","Volume (Number of items)","2015",0
"10499","27512370","Volume (Number of items)","2016",0
"10500","27512370","Volume (Number of items)","2017",0
"10501","27512370","Volume (Number of items)","2018",0
"10502","27512370","Volume (Number of items)","2019",0
"10503","27512370","Volume (Number of items)","2020",0
"10504","27512410","Value £000's","2012",112
"10505","27512410","Value £000's","2013",119
"10506","27512410","Value £000's","2014",99
"10507","27512410","Value £000's","2015",173
"10508","27512410","Value £000's","2016",215
"10509","27512410","Volume (Number of items)","2012",239
"10510","27512410","Volume (Number of items)","2013",186
"10511","27512410","Volume (Number of items)","2014",165
"10512","27512410","Volume (Number of items)","2015",233
"10513","27512410","Volume (Number of items)","2016",293
"10514","27512410","£ per Number of items","2012",467.84
"10515","27512410","£ per Number of items","2013",640
"10516","27512410","£ per Number of items","2014",601.69
"10517","27512410","£ per Number of items","2015",739.88
"10518","27512410","£ per Number of items","2016",734.51
"10519","27512430","Value £000's","2008",0
"10520","27512430","Value £000's","2009",0
"10521","27512430","Value £000's","2010",0
"10522","27512430","Value £000's","2011",0
"10523","27512430","Value £000's","2012",0
"10524","27512430","Value £000's","2013",0
"10525","27512430","Value £000's","2014",0
"10526","27512430","Value £000's","2015",0
"10527","27512430","Value £000's","2016",0
"10528","27512430","Value £000's","2017",0
"10529","27512430","Value £000's","2018",0
"10530","27512430","Value £000's","2019",0
"10531","27512430","Value £000's","2020",0
"10532","27512430","Volume (Number of items)","2008",0
"10533","27512430","Volume (Number of items)","2009",0
"10534","27512430","Volume (Number of items)","2010",0
"10535","27512430","Volume (Number of items)","2011",0
"10536","27512430","Volume (Number of items)","2012",0
"10537","27512430","Volume (Number of items)","2013",0
"10538","27512430","Volume (Number of items)","2014",0
"10539","27512430","Volume (Number of items)","2015",0
"10540","27512430","Volume (Number of items)","2016",0
"10541","27512430","Volume (Number of items)","2017",0
"10542","27512430","Volume (Number of items)","2018",0
"10543","27512430","Volume (Number of items)","2019",0
"10544","27512430","Volume (Number of items)","2020",0
"10545","27512450","Value £000's","2008",0
"10546","27512450","Value £000's","2009",0
"10547","27512450","Value £000's","2010",0
"10548","27512450","Value £000's","2011",0
"10549","27512450","Value £000's","2012",0
"10550","27512450","Value £000's","2013",0
"10551","27512450","Value £000's","2014",0
"10552","27512450","Value £000's","2015",0
"10553","27512450","Value £000's","2016",0
"10554","27512450","Value £000's","2017",0
"10555","27512450","Value £000's","2018",0
"10556","27512450","Value £000's","2019",0
"10557","27512450","Value £000's","2020",0
"10558","27512450","Volume (Number of items)","2008",0
"10559","27512450","Volume (Number of items)","2009",0
"10560","27512450","Volume (Number of items)","2010",0
"10561","27512450","Volume (Number of items)","2011",0
"10562","27512450","Volume (Number of items)","2012",0
"10563","27512450","Volume (Number of items)","2013",0
"10564","27512450","Volume (Number of items)","2014",0
"10565","27512450","Volume (Number of items)","2015",0
"10566","27512450","Volume (Number of items)","2016",0
"10567","27512450","Volume (Number of items)","2017",0
"10568","27512450","Volume (Number of items)","2018",0
"10569","27512450","Volume (Number of items)","2019",0
"10570","27512450","Volume (Number of items)","2020",0
"10571","27512490","Value £000's","2008",17939
"10572","27512490","Value £000's","2009",14724
"10573","27512490","Value £000's","2010",14558
"10574","27512490","Value £000's","2011",18467
"10575","27512490","Value £000's","2012",20287
"10576","27512490","Value £000's","2013",25176
"10577","27512490","Value £000's","2014",11676
"10578","27512490","Value £000's","2015",12466
"10579","27512490","Value £000's","2016",6198
"10580","27512490","Value £000's","2017",5793
"10581","27512490","Value £000's","2018",5205
"10582","27512490","Value £000's","2019",7648
"10583","27512490","Value £000's","2020",5542
"10584","27512490","Volume (Number of items)","2008",387546
"10585","27512490","Volume (Number of items)","2014",318893
"10586","27512490","Volume (Number of items)","2015",418933
"10587","27512490","Volume (Number of items)","2016",100749
"10588","27512490","Volume (Number of items)","2017",102700
"10589","27512490","Volume (Number of items)","2018",91162
"10590","27512490","Volume (Number of items)","2019",148236
"10591","27512490","Volume (Number of items)","2020",115954
"10592","27512490","£ per Number of items","2008",46.29
"10593","27512490","£ per Number of items","2014",36.61
"10594","27512490","£ per Number of items","2015",29.76
"10595","27512490","£ per Number of items","2016",61.52
"10596","27512490","£ per Number of items","2017",56.41
"10597","27512490","£ per Number of items","2018",57.1
"10598","27512490","£ per Number of items","2019",51.59
"10599","27512490","£ per Number of items","2020",47.79
"10600","27512530","Value £000's","2008",100969
"10601","27512530","Value £000's","2009",105272
"10602","27512530","Value £000's","2010",115079
"10603","27512530","Value £000's","2011",104864
"10604","27512530","Value £000's","2012",107494
"10605","27512530","Value £000's","2013",112520
"10606","27512530","Value £000's","2014",111734
"10607","27512530","Value £000's","2015",111453
"10608","27512530","Value £000's","2016",103008
"10609","27512530","Value £000's","2017",108401
"10610","27512530","Value £000's","2018",100736
"10611","27512530","Value £000's","2019",105730
"10612","27512530","Value £000's","2020",100290
"10613","27512530","Volume (Number of items)","2008",1155495
"10614","27512530","Volume (Number of items)","2009",1252517
"10615","27512530","Volume (Number of items)","2010",784108
"10616","27512530","Volume (Number of items)","2011",698192
"10617","27512530","Volume (Number of items)","2012",705848
"10618","27512530","Volume (Number of items)","2013",986124
"10619","27512530","Volume (Number of items)","2014",969990
"10620","27512530","Volume (Number of items)","2015",928940
"10621","27512530","Volume (Number of items)","2016",856416
"10622","27512530","Volume (Number of items)","2017",901635
"10623","27512530","Volume (Number of items)","2019",798559
"10624","27512530","Volume (Number of items)","2020",774846
"10625","27512530","£ per Number of items","2008",87.38
"10626","27512530","£ per Number of items","2009",84.05
"10627","27512530","£ per Number of items","2010",146.76
"10628","27512530","£ per Number of items","2011",150.19
"10629","27512530","£ per Number of items","2012",152.29
"10630","27512530","£ per Number of items","2013",114.1
"10631","27512530","£ per Number of items","2014",115.19
"10632","27512530","£ per Number of items","2015",119.98
"10633","27512530","£ per Number of items","2016",120.28
"10634","27512530","£ per Number of items","2017",120.23
"10635","27512530","£ per Number of items","2019",132.4
"10636","27512530","£ per Number of items","2020",129.43
"10637","27512560","Value £000's","2010",114314
"10638","27512560","Value £000's","2011",123064
"10639","27512560","Value £000's","2012",111037
"10640","27512560","Value £000's","2013",106719
"10641","27512560","Value £000's","2014",86125
"10642","27512560","Value £000's","2015",106581
"10643","27512560","Value £000's","2016",98234
"10644","27512560","Value £000's","2017",94092
"10645","27512560","Value £000's","2018",94908
"10646","27512560","Value £000's","2019",87923
"10647","27512560","Value £000's","2020",67599
"10648","27512560","Volume (Number of items)","2010",822388
"10649","27512560","Volume (Number of items)","2011",569162
"10650","27512560","Volume (Number of items)","2012",524155
"10651","27512560","Volume (Number of items)","2013",546106
"10652","27512560","Volume (Number of items)","2014",478464
"10653","27512560","Volume (Number of items)","2015",525632
"10654","27512560","Volume (Number of items)","2016",519339
"10655","27512560","Volume (Number of items)","2017",505303
"10656","27512560","Volume (Number of items)","2018",696318
"10657","27512560","Volume (Number of items)","2019",337692
"10658","27512560","Volume (Number of items)","2020",287539
"10659","27512560","£ per Number of items","2010",139.002514628132
"10660","27512560","£ per Number of items","2011",216.22
"10661","27512560","£ per Number of items","2012",211.84
"10662","27512560","£ per Number of items","2013",195.42
"10663","27512560","£ per Number of items","2014",180
"10664","27512560","£ per Number of items","2015",202.77
"10665","27512560","£ per Number of items","2016",189.15
"10666","27512560","£ per Number of items","2017",186.21
"10667","27512560","£ per Number of items","2018",136.3
"10668","27512560","£ per Number of items","2019",260.36
"10669","27512560","£ per Number of items","2020",235.09
"10670","27512650","Value £000's","2008",61115
"10671","27512650","Value £000's","2009",52226
"10672","27512650","Value £000's","2010",43190
"10673","27512650","Value £000's","2011",30859
"10674","27512650","Value £000's","2012",25091
"10675","27512650","Value £000's","2013",21774
"10676","27512650","Value £000's","2014",22294
"10677","27512650","Value £000's","2015",29520
"10678","27512650","Value £000's","2016",25896
"10679","27512650","Value £000's","2017",27023
"10680","27512650","Value £000's","2018",29554
"10681","27512650","Value £000's","2019",33808
"10682","27512650","Value £000's","2020",32842
"10683","27512650","Volume (Number of items)","2008",822844
"10684","27512650","Volume (Number of items)","2009",642964
"10685","27512650","Volume (Number of items)","2010",485688
"10686","27512650","Volume (Number of items)","2011",470277
"10687","27512650","Volume (Number of items)","2012",322293
"10688","27512650","Volume (Number of items)","2013",324643
"10689","27512650","Volume (Number of items)","2014",315560
"10690","27512650","Volume (Number of items)","2015",309118
"10691","27512650","Volume (Number of items)","2016",315939
"10692","27512650","Volume (Number of items)","2017",301035
"10693","27512650","Volume (Number of items)","2018",255190
"10694","27512650","Volume (Number of items)","2019",253113
"10695","27512650","Volume (Number of items)","2020",194390
"10696","27512650","£ per Number of items","2008",74.27
"10697","27512650","£ per Number of items","2009",81.23
"10698","27512650","£ per Number of items","2010",88.92
