"","model","year","component","product","material","value"
"3825","Samsung Galaxy Tab GT-P7510 ","2011","Total mass (g)","Tablet ","Li-ion battery",135
"3826","Samsung Galaxy Tab GT-P7510 ","2011","Total mass (g)","Tablet ","PCB",54.4
"3827","Samsung Galaxy Tab GT-P7510 ","2011","Total mass (g)","Tablet ","Flat panel glass",55
"3828","Samsung Galaxy Tab GT-P7510 ","2011","Total mass (g)","Tablet ","Other glass",110
"3829","Samsung Galaxy Tab GT-P7510 ","2011","Total mass (g)","Tablet ","Others",1.5
"3830","Samsung Galaxy Tab GT-P7510 ","2011","Total mass (g)","Tablet ","Total mass (g)",560.3
"3831","Samsung Galaxy Tab 4 SM-T530 ","2014","Battery","Tablet ","Steel",0.3
"3832","Samsung Galaxy Tab 4 SM-T530 ","2014","Battery","Tablet ","Li-ion battery",125
"3833","Samsung Galaxy Tab 4 SM-T530 ","2014","Battery","Tablet ","Total mass (g)",125.3
"3834","Samsung Galaxy Tab 4 SM-T530 ","2014","Casing","Tablet ","Plastic",65
"3835","Samsung Galaxy Tab 4 SM-T530 ","2014","Casing","Tablet ","Others",1
"3836","Samsung Galaxy Tab 4 SM-T530 ","2014","Casing","Tablet ","Total mass (g)",66
"3837","Samsung Galaxy Tab 4 SM-T530 ","2014","Display","Tablet ","Steel",20
"3838","Samsung Galaxy Tab 4 SM-T530 ","2014","Display","Tablet ","Plastic",43.5
