"available","availableText","brand","categories/0","categories/1","ean","endedDate","image","images/0","images/1","images/2","images/3","images/4","images/5","images/6","images/7","images/8","images/9","images/10","images/11","images/12","images/13","images/14","images/15","images/16","images/17","images/18","images/19","images/20","images/21","images/22","images/23","images/24","images/25","images/26","images/27","images/28","images/29","images/30","images/31","images/32","images/33","images/34","images/35","images/36","images/37","images/38","images/39","images/40","images/41","images/42","images/43","images/44","images/45","images/46","images/47","images/48","images/49","images/50","images/51","images/52","images/53","images/54","images/55","images/56","images/57","images/58","images/59","images/60","images/61","images/62","images/63","images/64","images/65","images/66","images/67","images/68","images/69","images/70","images/71","images/72","itemLocation","itemNumber","mpn","price","priceWithCurrency","seller","sold","subTitle","title","type","upc","url","wasPrice","wasPriceWithCurrency","whyToBuy/0","whyToBuy/1"
,,"Lenovo","PC Laptops & Netbooks",,,,"https://i.ebayimg.com/images/g/5FoAAOSw3~RijkkL/s-l500.jpg","https://i.ebayimg.com/images/g/5FoAAOSw3~RijkkL/s-l1000.jpg","https://i.ebayimg.com/images/g/byAAAOSwiLtijkkG/s-l1000.jpg","https://i.ebayimg.com/images/g/WLcAAOSwwABijkkI/s-l1000.jpg","https://i.ebayimg.com/images/g/fYEAAOSwwE9ijkkD/s-l1000.jpg","https://i.ebayimg.com/images/g/xkAAAOSwzLpijkkJ/s-l1000.jpg","https://i.ebayimg.com/images/g/BAcAAOSwvJlijkkE/s-l1000.jpg","https://i.ebayimg.com/images/g/WU8AAOSwLh9j2mnB/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portsmouth, United Kingdom","325204003047",,"119.99","£119.99","newandusedlaptops4u",,"1 Year Warranty / VAT Invoice Included / 30 Day Returns","WINDOWS 11 Lenovo ThinkPad T430 CHEAP Core i5-3320M 8GB 16GB Ram HDD SSD Laptop","Notebook/Laptop",,"https://www.ebay.co.uk/itm/325204003047",,,,
,,"HP","PC Laptops & Netbooks",,,,"https://i.ebayimg.com/images/g/cI4AAOSwPQ5ihgK3/s-l500.jpg","https://i.ebayimg.com/images/g/cI4AAOSwPQ5ihgK3/s-l1000.jpg","https://i.ebayimg.com/images/g/a3wAAOSwk9pihgK7/s-l1000.jpg","https://i.ebayimg.com/images/g/sTMAAOSwGA1ihgK8/s-l1000.jpg","https://i.ebayimg.com/images/g/VkAAAOSwOYVihgK4/s-l1000.jpg","https://i.ebayimg.com/images/g/t6wAAOSwMyJihgK-/s-l1000.jpg","https://i.ebayimg.com/images/g/dn4AAOSw1exihgK6/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portsmouth, United Kingdom","325195544912",,"129.99","£129.99","newandusedlaptops4u",,"1 Year Warranty / VAT Invoice Included / 30 Day Returns","HP EliteBook 745 G2 AMD A8 Quad Core 8GB 16GB Ram 128GB 240GB SSD Radeon Laptop","Notebook/Laptop",,"https://www.ebay.co.uk/itm/325195544912",,,,
,,"HP","PC Laptops & Netbooks",,,,"https://i.ebayimg.com/images/g/MOMAAOSwTT5jyBft/s-l500.jpg","https://i.ebayimg.com/images/g/MOMAAOSwTT5jyBft/s-l1000.jpg","https://i.ebayimg.com/images/g/U-oAAOSwUvZjyBfx/s-l1000.jpg","https://i.ebayimg.com/images/g/HHUAAOSwntFjyBf1/s-l1000.jpg","https://i.ebayimg.com/images/g/fH0AAOSwj1NjyBf4/s-l1000.jpg","https://i.ebayimg.com/images/g/bkcAAOSwsj1jyBf8/s-l1000.jpg","https://i.ebayimg.com/images/g/oNQAAOSwGqZjyBgD/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warminster, United Kingdom","304797885928","Z2W53ET","174.99","£174.99","blackmoreit",,"","HP ProBook 650 G3 Laptop, 15.6"" Intel Core i5, 8GB RAM, 256GB SSD, Windows 10","Notebook/Laptop",,"https://www.ebay.co.uk/itm/304797885928",,,,
,,"Dell","PC Laptops & Netbooks",,"Does not apply",,"https://i.ebayimg.com/images/g/8kkAAOSw335i0Cex/s-l500.jpg","https://i.ebayimg.com/images/g/8kkAAOSw335i0Cex/s-l1000.jpg","https://i.ebayimg.com/images/g/JrEAAOSwiupi0Cex/s-l1000.jpg","https://i.ebayimg.com/images/g/nsAAAOSwzMFi0Cex/s-l1000.jpg","https://i.ebayimg.com/images/g/fxoAAOSw8Ddi0Cew/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, Lancashire, United Kingdom","255629529609",,"199.95","£199.95","venoscorp",,"128GB SSD ✅ 16GB RAM ✅Hdmi ✅ Win 11 ✅ 12.5"" HD Display","Dell Latitude E5290 Core i5-8250U 16GB Ram 256GB  Windows 11 Laptop Webcam Hdmi","Notebook/Laptop",,"https://www.ebay.co.uk/itm/255629529609",,,,
,,"Dell","Laptops & Netbooks",,"Does not apply",,"https://i.ebayimg.com/images/g/hH0AAOSwBAJiWXq-/s-l500.jpg","https://i.ebayimg.com/images/g/hH0AAOSwBAJiWXq-/s-l1000.jpg","https://i.ebayimg.com/images/g/yxgAAOSw-xJiWXrP/s-l1000.jpg","https://i.ebayimg.com/images/g/3XcAAOSwDXliWXrP/s-l1000.jpg","https://i.ebayimg.com/images/g/zy4AAOSwAK9iWXq9/s-l1000.jpg","https://i.ebayimg.com/images/g/hsIAAOSwXhFiWXq9/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, Lancashire, United Kingdom","255489917734","Windows 11 Laptop","259.99","£259.99","venoscorp",,"","Windows 11 Laptop Dell Latitude 5490 Core i5-8350U 8GB Ram 256GB SSD Webcam","Notebook/Laptop",,"https://www.ebay.co.uk/itm/255489917734",,,,
,,"Lenovo","PC Laptops & Netbooks",,"Does not apply",,"https://i.ebayimg.com/images/g/FM8AAOSwXy5jX~X8/s-l500.jpg","https://i.ebayimg.com/images/g/FM8AAOSwXy5jX~X8/s-l1000.jpg","https://i.ebayimg.com/images/g/qKAAAOSw1ExjX~X7/s-l1000.jpg","https://i.ebayimg.com/images/g/T1YAAOSwdOpjX~X8/s-l1000.jpg","https://i.ebayimg.com/images/g/GkMAAOSwSe5jX~X7/s-l1000.jpg","https://i.ebayimg.com/images/g/fm4AAOSw6MFjX~X8/s-l1000.jpg","https://i.ebayimg.com/images/g/UTQAAOSwnXFjX~X7/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portsmouth, United Kingdom","325405761751",,"249.99","£249.99","newandusedlaptops4u",,"1 Year Warranty / VAT Invoice Included / 30 Day Returns","Lenovo ThinkPad L380 TOUCHSCREEN i5-8250U 8GB 256GB SSD FHD Windows 11 Laptop","Notebook/Laptop",,"https://www.ebay.co.uk/itm/325405761751",,,,
,,"HP","PC Laptops & Netbooks",,"Does not apply",,"https://i.ebayimg.com/images/g/BJwAAOSw7wdjyqhf/s-l500.png","https://i.ebayimg.com/images/g/BJwAAOSw7wdjyqhf/s-l1000.png","https://i.ebayimg.com/images/g/Zp8AAOSwUH5jwbvZ/s-l1000.jpg","https://i.ebayimg.com/images/g/LCQAAOSwxHtjyq31/s-l1000.png","https://i.ebayimg.com/images/g/K2oAAOSwxHtjyq2Q/s-l1000.png","https://i.ebayimg.com/images/g/rfQAAOSwgnhjyq2a/s-l1000.png","https://i.ebayimg.com/images/g/7Y8AAOSwJ9Njyq2t/s-l1000.png","https://i.ebayimg.com/images/g/bLcAAOSwrB1jyqw5/s-l1000.png","https://i.ebayimg.com/images/g/7skAAOSw21NjyqxW/s-l1000.png","https://i.ebayimg.com/images/g/-fMAAOSwwXxjyq3D/s-l1000.png","https://i.ebayimg.com/images/g/g40AAOSwoNhjyq3N/s-l1000.png","https://i.ebayimg.com/images/g/cZgAAOSwdVhjyq3g/s-l1000.png","https://i.ebayimg.com/images/g/e4oAAOSwdIRjyq2F/s-l1000.png","https://i.ebayimg.com/images/g/b9wAAOSwlgdjyquP/s-l1000.png","https://i.ebayimg.com/images/g/4ZkAAOSwXZVjyq4n/s-l1000.png","https://i.ebayimg.com/images/g/jmQAAOSwz4tj4MMQ/s-l1000.jpg","https://i.ebayimg.com/images/g/iJ8AAOSw1h5j4MMP/s-l1000.jpg","https://i.ebayimg.com/images/g/XYUAAOSw28Bj4MMP/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Birmingham, United Kingdom","125717163232",,"339.99","£339.99 each","computer-specialist-uk",,"TouchScreen ✅ Fingerprint Reader ✅ 360 Rotate ✅ Win 11","HP Laptop ProBook x360 440 G1 Touchscreen i5 8th 3.4GHz 512GB SSD 16GB Win11","Subnotebook/Ultraportable",,"https://www.ebay.co.uk/itm/125717163232",,,,
,,"Lenovo","PC Laptops & Netbooks",,"Does not apply",,"https://i.ebayimg.com/images/g/S2AAAOSw4gxjFgzN/s-l500.jpg","https://i.ebayimg.com/images/g/S2AAAOSw4gxjFgzN/s-l1000.jpg","https://i.ebayimg.com/images/g/fXwAAOSw2GdjFgzS/s-l1000.jpg","https://i.ebayimg.com/images/g/e34AAOSwC~VjFgzT/s-l1000.jpg","https://i.ebayimg.com/images/g/1HEAAOSwDgZjFgzP/s-l1000.jpg","https://i.ebayimg.com/images/g/1mMAAOSwFc9jFgzV/s-l1000.jpg","https://i.ebayimg.com/images/g/AZ8AAOSw97djFgzQ/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portsmouth, United Kingdom","234883956053",,"329.99","£329.99","newandusedlaptops4u",,"1 Year Warranty / VAT Invoice Included / 30 Day Returns","Lenovo ThinkPad T490 Core i5-8365U 16GB Ram 256GB SSD FHD Webcam HDMI Laptop","Notebook/Laptop",,"https://www.ebay.co.uk/itm/234883956053",,,,
,,"Microsoft","Tablets & eBook Readers","Laptops & Netbooks",,,"https://i.ebayimg.com/images/g/XccAAOSwdwlj47wg/s-l500.jpg","https://i.ebayimg.com/images/g/XccAAOSwdwlj47wg/s-l1000.jpg","https://i.ebayimg.com/images/g/CBIAAOSwGLNj47wh/s-l1000.jpg","https://i.ebayimg.com/images/g/4LUAAOSwCwpj47wj/s-l1000.jpg","https://i.ebayimg.com/images/g/FgcAAOSwzIJj47wl/s-l1000.jpg","https://i.ebayimg.com/images/g/uhsAAOSwPHlj47wn/s-l1000.jpg","https://i.ebayimg.com/images/g/ivoAAOSwtUxj47wp/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MILTON KEYNES, United Kingdom","174768603722","1724, VR3-00005, VR3-00002","300","£300.00 each","mobstars",,"🔥🔥 NEW ARRIVAL!!! Free next day delivery🔥🔥","Microsoft Surface Pro 4 i5-6300U 4GB RAM 128GB Win10Pro (GRADE A)  🔥🔥","Tablet/Laptop Convertible",,"https://www.ebay.co.uk/itm/174768603722",,,,
,,"Lenovo","PC Laptops & Netbooks",,,,"https://i.ebayimg.com/images/g/dzsAAOSwmUtgrf5S/s-l500.jpg","https://i.ebayimg.com/images/g/dzsAAOSwmUtgrf5S/s-l1000.jpg","https://i.ebayimg.com/images/g/pnoAAOSwqPxgrf5U/s-l1000.jpg","https://i.ebayimg.com/images/g/vwsAAOSwCStgrf5V/s-l1000.jpg","https://i.ebayimg.com/images/g/GHAAAOSwDwxgrf5W/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portsmouth, United Kingdom","322036489063","Does Not Apply","159.99","£159.99","newandusedlaptops4u",,"1 Year Warranty / VAT Invoice Included / 30 Day Returns","Lenovo Thinkpad X230 Core i5 2.60GHz 16GB Ram Office SSD Windows 10 Laptop","Laptop",,"https://www.ebay.co.uk/itm/322036489063",,,,
,,"Asus","Laptops & Netbooks",,"4711081817093",,"https://i.ebayimg.com/images/g/LXAAAOSwZi5jaopP/s-l500.jpg","https://i.ebayimg.com/images/g/LXAAAOSwZi5jaopP/s-l1000.jpg","https://i.ebayimg.com/images/g/fQ8AAOSw53Jj4PY8/s-l1000.jpg","https://i.ebayimg.com/images/g/RpkAAOSwAjpj4PY8/s-l1000.jpg","https://i.ebayimg.com/images/g/0mUAAOSwIltj4PY9/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newark, United Kingdom","354382135267",,"769.3","£769.30","currys_clearance",,"","ASUS Zenbook 14 UX3402 14"" Laptop – Intel® Core™ i7 - 1TB SSD - REFURB-A","2 in 1 laptop","Does Not Apply","https://www.ebay.co.uk/itm/354382135267",,,,
,,"MODEL WILL VARY DEPENDING ON STOCK","PC Laptops & Netbooks",,,,"https://i.ebayimg.com/images/g/QscAAOSwWqZj08Q2/s-l500.jpg","https://i.ebayimg.com/images/g/QscAAOSwWqZj08Q2/s-l1000.jpg","https://i.ebayimg.com/images/g/~WIAAOSwwXxj08Qa/s-l1000.jpg","https://i.ebayimg.com/images/g/zl0AAOSwtnlj08QV/s-l1000.jpg","https://i.ebayimg.com/images/g/2eEAAOSwNuxj08P~/s-l1000.jpg","https://i.ebayimg.com/images/g/f7AAAOSwbopj08P5/s-l1000.jpg","https://i.ebayimg.com/images/g/mIsAAOSw4TZj08QE/s-l1000.jpg","https://i.ebayimg.com/images/g/Hf8AAOSweUpj08P0/s-l1000.jpg","https://i.ebayimg.com/images/g/kUsAAOSwfelj08QJ/s-l1000.jpg","https://i.ebayimg.com/images/g/NvMAAOSwu05j08Pv/s-l1000.jpg","https://i.ebayimg.com/images/g/LV8AAOSwxOZj08Pe/s-l1000.jpg","https://i.ebayimg.com/images/g/z54AAOSw8LNj08Pj/s-l1000.jpg","https://i.ebayimg.com/images/g/dr4AAOSwMSlj08Po/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bridgwater, United Kingdom","175589063272",,"129.98","£129.98","ri-services",,"⭐1 YEAR WARRANTY!⭐MICROSOFT OFFICE AVAILABLE⭐","Laptop i3 Windows 10 Refurbished Laptops 4GB 8GB RAM 120GB SSD 500GB HDD iSeries","Notebook/Laptop",,"https://www.ebay.co.uk/itm/175589063272",,,,
,,"Dell","PC Laptops & Netbooks",,"Does not apply",,"https://i.ebayimg.com/images/g/4DMAAOSw3vpjARei/s-l500.jpg","https://i.ebayimg.com/images/g/4DMAAOSw3vpjARei/s-l1000.jpg","https://i.ebayimg.com/images/g/KDEAAOSwEkBjARej/s-l1000.jpg","https://i.ebayimg.com/images/g/C28AAOSwpl5jARek/s-l1000.jpg","https://i.ebayimg.com/images/g/YyAAAOSw5p9jARem/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fishtoft, Boston, United Kingdom","275429551050","E5520","119.99","£119.99","techynerduk",,"","Cheap Dell Gaming Laptop E5520 15.6"" Intel Core i3 2.20Ghz, Windows 10, HDMI","Notebook/Laptop",,"https://www.ebay.co.uk/itm/275429551050",,,,
,,"Geo","Laptops & Netbooks",,"5060704191942",,"https://i.ebayimg.com/images/g/YpEAAOSw-c5jxXrp/s-l500.jpg","https://i.ebayimg.com/images/g/YpEAAOSw-c5jxXrp/s-l1000.jpg","https://i.ebayimg.com/images/g/BuQAAOSwn-xjxXrp/s-l1000.png","https://i.ebayimg.com/images/g/ORkAAOSww~1jxXrp/s-l1000.jpg","https://i.ebayimg.com/images/g/Rn4AAOSwwXxjxXrq/s-l1000.jpg","https://i.ebayimg.com/images/g/wBQAAOSw5D1jxXrq/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Derbyshire, United Kingdom","195560281531","GE193","99.99","£99.99","tabretail",,"","GeoBook 140 Minecraft Ed 14.1"" Laptop Intel Celeron N4020 4GB 64GB eMMC Green","Notebook/Laptop","Does Not Apply","https://www.ebay.co.uk/itm/195560281531",,,,
,,"Dell","PC Laptops & Netbooks",,,,"https://i.ebayimg.com/images/g/H1cAAOSwICNjwVT~/s-l500.jpg","https://i.ebayimg.com/images/g/H1cAAOSwICNjwVT~/s-l1000.jpg","https://i.ebayimg.com/images/g/zHUAAOSwILtjwVUA/s-l1000.jpg","https://i.ebayimg.com/images/g/9LcAAOSwLh9jwVUB/s-l1000.jpg","https://i.ebayimg.com/images/g/zqIAAOSweqFjwVUD/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dumfries, United Kingdom","115671962354","7290_MDT_C","135","£135.00","mydigitaltech",,"Windows 10 Pro ✅Fast Dispatch ✅12 Month Warranty ✅","Laptop Dell Latitude 7290 12.5in 8th Gen i5/i7 8GB 16GB RAM 250GB SSD W10/11, G","Notebook/Laptop",,"https://www.ebay.co.uk/itm/115671962354",,,,
,,"Lenovo","Laptops & Netbooks",,"0196118057576",,"https://i.ebayimg.com/images/g/A2oAAOSwqsJj27b5/s-l500.jpg","https://i.ebayimg.com/images/g/A2oAAOSwqsJj27b5/s-l1000.jpg","https://i.ebayimg.com/images/g/RwMAAOSwaCdj27b6/s-l1000.png","https://i.ebayimg.com/images/g/qQoAAOSwk8Bj27b6/s-l1000.png","https://i.ebayimg.com/images/g/TKcAAOSwhhdj27b6/s-l1000.png","https://i.ebayimg.com/images/g/TEUAAOSwoNhj27b6/s-l1000.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannock, United Kingdom","334529580957",,"349.99","£349.99","stockmustgo",,"Fast and Free Shipping 12 Months Warranty UK Seller","Lenovo IdeaPad 5 Duet 13.3"" Chromebook, Snapdragon, 8GB, 256GB (82QS000NUK)",,"196118057576","https://www.ebay.co.uk/itm/334529580957",,,,
,,"Dell","PC Laptops & Netbooks",,,,"https://i.ebayimg.com/images/g/KUwAAOSw4fBjY712/s-l500.jpg","https://i.ebayimg.com/images/g/KUwAAOSw4fBjY712/s-l1000.jpg","https://i.ebayimg.com/images/g/qaEAAOSw0JNjY72Z/s-l1000.jpg","https://i.ebayimg.com/images/g/nqYAAOSwl9xjY72a/s-l1000.jpg","https://i.ebayimg.com/images/g/DmgAAOSwOcRjY726/s-l1000.jpg","https://i.ebayimg.com/images/g/SA8AAOSwCDBjY726/s-l1000.png","https://i.ebayimg.com/images/g/vwAAAOSw68BjY72A/s-l1000.jpg","https://i.ebayimg.com/images/g/LhkAAOSw7ztjY72A/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bridgwater, United Kingdom","185643067384",,"119.98","£119.98","ri-services",,"⭐ 1 YEAR WARRANTY⭐️ FREE DELIVERY ⭐️","Dell Laptop Refurbished iSeries DualCore Windows 10 4GB RAM 120GB SSD Laptops","Notebook/Laptop",,"https://www.ebay.co.uk/itm/185643067384",,,,
,,"Lenovo","PC Laptops & Netbooks",,"Does not apply",,"https://i.ebayimg.com/images/g/6nUAAOSwngti~Lvj/s-l500.jpg","https://i.ebayimg.com/images/g/6nUAAOSwngti~Lvj/s-l1000.jpg","https://i.ebayimg.com/images/g/tIMAAOSw~5xi~Lvk/s-l1000.jpg","https://i.ebayimg.com/images/g/qjkAAOSwcgli~Lvl/s-l1000.jpg","https://i.ebayimg.com/images/g/C-kAAOSwID5i~Lvm/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portsmouth, United Kingdom","234662574429",,"199.99","£199.99","newandusedlaptops4u",,"1 Year Warranty / VAT Invoice Included / 30 Day Returns","Lenovo ThinkPad T440p i7-4600M 2.90GHz 8GB Ram 500GB Windows 11 Webcam Laptop","Notebook/Laptop",,"https://www.ebay.co.uk/itm/234662574429",,,,
,,"Dell","PC Laptops & Netbooks",,,,"https://i.ebayimg.com/images/g/u~UAAOSw4ztjIxlM/s-l500.jpg","https://i.ebayimg.com/images/g/u~UAAOSw4ztjIxlM/s-l1000.jpg","https://i.ebayimg.com/images/g/fe8AAOSwzeVjIxje/s-l1000.jpg","https://i.ebayimg.com/images/g/-bYAAOSwHbhjIxjZ/s-l1000.jpg","https://i.ebayimg.com/images/g/3LQAAOSw2DRjIxja/s-l1000.png","https://i.ebayimg.com/images/g/V4gAAOSwwpFjIxjb/s-l1000.jpg","https://i.ebayimg.com/images/g/focAAOSwR19jIxjb/s-l1000.jpg","https://i.ebayimg.com/images/g/xuIAAOSwshxjIxjc/s-l1000.jpg","https://i.ebayimg.com/images/g/DMAAAOSwop9jIxjd/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bradford, United Kingdom","155164224292",,"134.99","£134.99","inteliqo",,"💥 HIGH PERFORMANCE PROFESSIONAL LAPTOP 💥","DELL WINDOWS 11 LAPTOP CORE I5 128GB SSD 8GB RAM 14"" HD SCREEN ULTRABOOK WEBCAM","Notebook/Laptop",,"https://www.ebay.co.uk/itm/155164224292",,,,
,,"Lenovo","PC Laptops & Netbooks",,,,"https://i.ebayimg.com/images/g/wmUAAOSwA6Bil6Jp/s-l500.jpg","https://i.ebayimg.com/images/g/wmUAAOSwA6Bil6Jp/s-l1000.jpg","https://i.ebayimg.com/images/g/zgoAAOSwlJBh4aoK/s-l1000.jpg","https://i.ebayimg.com/images/g/SzYAAOSw~r9il6IS/s-l1000.jpg","https://i.ebayimg.com/images/g/LrUAAOSw4Yxil6IQ/s-l1000.jpg","https://i.ebayimg.com/images/g/LO8AAOSwLw9il6II/s-l1000.jpg","https://i.ebayimg.com/images/g/QwcAAOSwTQlil6IL/s-l1000.jpg","https://i.ebayimg.com/images/g/bzUAAOSw-Xpil6IM/s-l1000.jpg","https://i.ebayimg.com/images/g/seEAAOSwAJZil6IN/s-l1000.jpg","https://i.ebayimg.com/images/g/-C8AAOSwyMVil6IO/s-l1000.jpg","https://i.ebayimg.com/images/g/S-gAAOSwJE5il6IP/s-l1000.jpg","https://i.ebayimg.com/images/g/DtgAAOSwaQRil6IQ/s-l1000.jpg","https://i.ebayimg.com/images/g/FoYAAOSwl-1il6IR/s-l1000.jpg","https://i.ebayimg.com/images/g/BMsAAOSwjoxh4asS/s-l1000.jpg","https://i.ebayimg.com/images/g/h1IAAOSwh0xh4asT/s-l1000.jpg","https://i.ebayimg.com/images/g/7kUAAOSwAg1h4asZ/s-l1000.jpg","https://i.ebayimg.com/images/g/NFsAAOSwTWRh4asa/s-l1000.jpg","https://i.ebayimg.com/images/g/nBUAAOSwBpNh4asg/s-l1000.jpg","https://i.ebayimg.com/images/g/8RYAAOSwB7Fh4ash/s-l1000.jpg","https://i.ebayimg.com/images/g/ExQAAOSwMmRh4ass/s-l1000.jpg","https://i.ebayimg.com/images/g/44sAAOSw4sRh4ass/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, United Kingdom","155019911554","x250","114.93","£114.93","thetechyteam",,"","Lenovo Thinkpad T430 laptop 8GB 480Gb SSD Webcam DVD Windows 10 Pink Purple","Notebook/Laptop",,"https://www.ebay.co.uk/itm/155019911554",,,,
,,"Intel","PC Laptops & Netbooks",,,,"https://i.ebayimg.com/images/g/fDsAAOSw1t9juqV~/s-l500.jpg","https://i.ebayimg.com/images/g/fDsAAOSw1t9juqV~/s-l1000.jpg","https://i.ebayimg.com/images/g/R84AAOSwfKRi8ndi/s-l1000.jpg","https://i.ebayimg.com/images/g/fTEAAOSw6xVi8ndL/s-l1000.jpg","https://i.ebayimg.com/images/g/V8MAAOSwcZVi8ndX/s-l1000.jpg","https://i.ebayimg.com/images/g/OHAAAOSwkj9i8ndd/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dagenham, Essex, United Kingdom","225058452809",,"109.99","£109.99 each","gadgetsxpress7",,"","DELL HP LENOVO CHEAP FAST WINDOWS 10 LAPTOP CORE I5 4GB/8GB RAM HDD SSD WEBCAM","Notebook/Laptop",,"https://www.ebay.co.uk/itm/225058452809",,,,
,,"HP","PC Laptops & Netbooks",,,,"https://i.ebayimg.com/images/g/mLMAAOSwDUBj0S0o/s-l500.jpg","https://i.ebayimg.com/images/g/mLMAAOSwDUBj0S0o/s-l1000.jpg","https://i.ebayimg.com/images/g/HNEAAOSwtG5j0S0q/s-l1000.jpg","https://i.ebayimg.com/images/g/ocoAAOSwF31j0S0r/s-l1000.jpg","https://i.ebayimg.com/images/g/6vQAAOSwfMhj0S0t/s-l1000.jpg","https://i.ebayimg.com/images/g/QkwAAOSwEClj0S0v/s-l1000.jpg","https://i.ebayimg.com/images/g/Wz8AAOSwvwFj0S0w/s-l1000.jpg","https://i.ebayimg.com/images/g/Fn4AAOSwyAJj0S0y/s-l1000.jpg","https://i.ebayimg.com/images/g/Go8AAOSwtZlj0S0z/s-l1000.jpg","https://i.ebayimg.com/images/g/WeMAAOSwkulj0S01/s-l1000.jpg","https://i.ebayimg.com/images/g/py0AAOSwcl1j0S03/s-l1000.jpg","https://i.ebayimg.com/images/g/ldUAAOSwLEdj0S04/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dumfries, United Kingdom","115670942235","830G5_MDT","375","£375.00","mydigitaltech",,"Windows 10/ 11 Pro ✅Fast Dispatch ✅12 Month Warranty ✅","HP Elitedesk 830 G5 13.3in 8th Gen i5 i7 8/16GB RAM 256/512GB SSD Win 11, VG","Notebook/Laptop",,"https://www.ebay.co.uk/itm/115670942235",,,,
